2000000000,0,0,0
2000000000,1,0,0
2000000000,2,0,0
2000000000,3,0,0
2000000000,4,0,0
2000000000,5,0,0
2000000200,0,1,1
2000000200,1,0,0
2000000200,2,0,0
2000000200,3,0,0
2000000200,4,0,0
2000000200,5,0,0
2000000400,0,1,1
2000000400,1,0,0
2000000400,2,0,0
2000000400,3,0,0
2000000400,4,0,0
2000000400,5,0,0
2000000600,0,1,1
2000000600,1,0,0
2000000600,2,0,0
2000000600,3,0,0
2000000600,4,0,0
2000000600,5,0,0
2000000800,0,1,1
2000000800,1,0,0
2000000800,2,0,0
2000000800,3,0,0
2000000800,4,0,0
2000000800,5,0,0
2000001000,0,1,1
2000001000,1,0,0
2000001000,2,0,0
2000001000,3,0,0
2000001000,4,0,0
2000001000,5,0,0
2000001200,0,1,1
2000001200,1,0,0
2000001200,2,0,0
2000001200,3,0,0
2000001200,4,0,0
2000001200,5,0,0
2000001400,0,1,1
2000001400,1,0,0
2000001400,2,0,0
2000001400,3,0,0
2000001400,4,0,0
2000001400,5,0,0
2000001600,0,1,1
2000001600,1,0,0
2000001600,2,0,0
2000001600,3,0,0
2000001600,4,0,0
2000001600,5,0,0
2000001800,0,1,1
2000001800,1,0,0
2000001800,2,0,0
2000001800,3,0,0
2000001800,4,0,0
2000001800,5,0,0
2000002000,0,1,1
2000002000,1,0,0
2000002000,2,0,0
2000002000,3,0,0
2000002000,4,0,0
2000002000,5,0,0
2000002200,0,1,1
2000002200,1,0,0
2000002200,2,0,0
2000002200,3,0,0
2000002200,4,0,0
2000002200,5,0,0
2000002400,0,1,1
2000002400,1,0,0
2000002400,2,0,0
2000002400,3,0,0
2000002400,4,0,0
2000002400,5,0,0
2000002600,0,1,1
2000002600,1,0,0
2000002600,2,0,0
2000002600,3,0,0
2000002600,4,0,0
2000002600,5,0,0
2000002800,0,1,1
2000002800,1,0,0
2000002800,2,0,0
2000002800,3,0,0
2000002800,4,0,0
2000002800,5,0,0
2000003000,0,1,1
2000003000,1,0,0
2000003000,2,0,0
2000003000,3,0,0
2000003000,4,0,0
2000003000,5,0,0
2000003200,0,1,1
2000003200,1,0,0
2000003200,2,0,0
2000003200,3,0,0
2000003200,4,0,0
