2000000000,0,0,0
2000000000,1,0,0
2000000200,0,1,1
2000000200,1,0,0
2000000400,0,1,1
2000000400,1,0,0
2000000600,0,1,1
2000000600,1,0,0
2000000800,0,1,1
2000000800,1,0,0
2000001000,0,1,1
2000001000,1,0,0
2000001200,0,1,1
2000001200,1,0,0
2000001400,0,1,1
2000001400,1,0,0
2000001600,0,1,1
2000001600,1,0,0
2000001800,0,1,1
2000001800,1,0,0
2000002000,0,1,1
2000002000,1,0,0
2000002200,0,1,1
2000002200,1,0,0
2000002400,0,1,1
2000002400,1,0,0
2000002600,0,1,1
2000002600,1,0,0
2000002800,0,1,1
2000002800,1,0,0
2000003000,0,1,1
2000003000,1,0,0
2000003200,0,1,1
2000003200,1,0,0
2000003400,0,1,1
2000003400,1,0,0
2000003600,0,1,1
2000003600,1,0,0
2000003800,0,1,1
2000003800,1,0,0
2000004000,0,1,1
2000004000,1,0,0
2000004200,0,1,1
2000004200,1,0,0
2000004400,0,1,1
2000004400,1,0,0
2000004600,0,1,1
2000004600,1,0,0
2000004800,0,1,1
2000004800,1,0,0
2000005000,0,1,1
2000005000,1,0,0
2000005200,0,1,1
2000005200,1,0,0
2000005400,0,1,1
2000005400,1,0,0
2000005600,0,1,1
2000005600,1,0,0
2000005800,0,1,1
2000005800,1,0,0
2000006000,0,1,1
2000006000,1,0,0
2000006200,0,1,1
2000006200,1,0,0
2000006400,0,1,1
2000006400,1,0,0
2000006600,0,1,1
2000006600,1,0,0
2000006800,0,1,1
2000006800,1,0,0
2000007000,0,1,1
2000007000,1,0,0
2000007200,0,1,1
2000007200,1,0,0
2000007400,0,1,1
2000007400,1,0,0
2000007600,0,1,1
2000007600,1,0,0
2000007800,0,1,1
2000007800,1,0,0
2000008000,0,1,1
2000008000,1,0,0
2000008200,0,1,1
2000008200,1,0,0
2000008400,0,1,1
2000008400,1,0,0
2000008600,0,1,1
2000008600,1,0,0
2000008800,0,1,1
2000008800,1,0,0
2000009000,0,1,1
2000009000,1,0,0
2000009200,0,1,1
2000009200,1,0,0
2000009400,0,1,1
2000009400,1,0,0
2000009600,0,1,1
2000009600,1,0,0
2000009800,0,1,1
2000009800,1,0,0
2000010000,0,1,1
